2022-11-11 00:11:15.017825, 19.62, 59.51
2022-11-11 00:11:15.183699, 19.63, 59.50
2022-11-11 00:11:15.349725, 19.64, 59.46
2022-11-11 00:11:15.515747, 19.63, 59.47
2022-11-11 00:11:15.681798, 19.66, 59.40
2022-11-11 00:11:15.848234, 19.66, 59.39
2022-11-11 00:11:16.014441, 19.67, 59.37
2022-11-11 00:11:16.180656, 19.68, 59.34
2022-11-11 00:11:16.346690, 19.67, 59.31
2022-11-11 00:11:16.512569, 19.65, 59.28
2022-11-11 00:11:16.678370, 19.65, 59.25
2022-11-11 00:11:16.844393, 19.66, 59.25
2022-11-11 00:11:17.011434, 19.67, 59.23
2022-11-11 00:11:17.177657, 19.68, 59.26
2022-11-11 00:11:17.343735, 
